# Spectrometer ID,spectrometer
# Timestamp,2026-06-10 12:03:43
# Integration Time (ms),50.0
# Average Count,3

Wavelength (nm),Intensity
198.57864980050817,1643.6666666666667
198.66855625159934,1643.6666666666667
198.75846484104966,1643.0
198.84837556811937,1601.3333333333333
198.93828843206865,1631.0
199.02820343215774,1659.0
199.11812056764677,1644.3333333333333
199.208039837796,1631.3333333333333
199.2979612418656,1636.3333333333333
199.3878847791158,1649.3333333333333
199.4778104488068,1685.3333333333333
199.56773825019872,1688.0
199.65766818255184,1674.0
199.74760024512636,1681.3333333333333
199.83753443718246,1673.3333333333333
199.9274707579803,1659.0
200.01740920678017,1673.6666666666667
200.10734978284222,1650.0
200.1972924854266,1652.3333333333333
200.28723731379358,1653.0
200.37718426720335,1682.0
200.46713334491614,1632.0
200.55708454619204,1658.0
200.64703787029137,1644.6666666666667
200.73699331647424,1675.0
200.82695088400092,1648.0
200.91691057213157,1671.0
201.00687238012637,1662.3333333333333
201.0968363072456,1638.6666666666667
201.18680235274942,1653.3333333333333
201.27677051589797,1693.0
201.3667407959515,1633.3333333333333
201.45671319217027,1672.3333333333333
201.54668770381437,1680.6666666666667
201.63666433014404,1678.3333333333333
201.7266430704195,1650.3333333333333
201.81662392390098,1646.3333333333333
201.90660688984863,1628.0
201.99659196752262,1631.3333333333333
202.0865791561832,1632.3333333333333
202.17656845509057,1636.3333333333333
202.26655986350494,1626.3333333333333
202.35655338068645,1633.6666666666667
202.44654900589535,1663.3333333333333
202.53654673839188,1638.6666666666667
202.62654657743613,1642.3333333333333
202.71654852228838,1656.6666666666667
202.8065525722088,1651.6666666666667
202.89655872645764,1638.6666666666667
202.986566984295,1679.0
203.07657734498116,1669.6666666666667
203.16658980777632,1650.6666666666667
203.25660437194065,1645.0
203.34662103673438,1661.6666666666667
203.43663980141767,1710.6666666666667
203.52666066525074,1688.6666666666667
203.61668362749376,1683.3333333333333
203.706708687407,1666.3333333333333
203.7967358442506,1677.3333333333333
203.8867650972848,1648.0
203.9767964457698,1631.3333333333333
204.0668298889657,1649.6666666666667
204.15686542613284,1665.3333333333333
204.24690305653138,1690.6666666666667
204.33694277942146,1661.6666666666667
204.42698459406333,1646.0
204.51702849971718,1648.6666666666667
204.60707449564322,1630.3333333333333
204.69712258110164,1652.3333333333333
204.7871727553526,1659.3333333333333
204.87722501765637,1649.3333333333333
204.96727936727314,1643.3333333333333
205.05733580346305,1645.0
205.14739432548635,1644.3333333333333
205.23745493260327,1692.3333333333333
205.32751762407392,1689.6666666666667
205.41758239915856,1688.3333333333333
205.50764925711738,1680.6666666666667
205.5977181972106,1698.0
205.6877892186984,1646.0
205.777862320841,1629.0
205.8679375028985,1642.3333333333333
205.95801476413126,1705.3333333333333
206.04809410379934,1674.6666666666667
206.13817552116305,1658.3333333333333
206.2282590154825,1651.0
206.318344586018,1623.6666666666667
206.40843223202958,1655.0
206.49852195277762,1627.0
206.5886137475222,1609.0
206.6787076155236,1622.0
206.76880355604195,1653.6666666666667
206.85890156833744,1676.0
206.94900165167036,1666.0
207.03910380530084,1673.3333333333333
207.12920802848913,1679.3333333333333
207.21931432049536,1679.3333333333333
207.3094226805798,1701.0
207.39953310800263,1652.3333333333333
207.48964560202398,1630.6666666666667
207.57976016190418,1662.0
207.66987678690333,1667.3333333333333
207.75999547628166,1631.3333333333333
207.85011622929935,1602.0
207.94023904521663,1641.0
208.03036392329375,1667.3333333333333
208.12049086279077,1665.0
208.210619862968,1694.0
208.30075092308562,1669.3333333333333
208.3908840424038,1664.3333333333333
208.4810192201828,1683.6666666666667
208.5711564556827,1633.6666666666667
208.66129574816384,1650.6666666666667
208.75143709688638,1641.0
208.84158050111046,1674.0
208.93172596009632,1664.3333333333333
209.02187347310414,1670.6666666666667
209.1120230393942,1696.3333333333333
209.20217465822662,1688.3333333333333
209.2923283288616,1616.6666666666667
209.38248405055938,1644.0
209.47264182258013,1652.3333333333333
209.56280164418405,1618.6666666666667
209.65296351463135,1639.3333333333333
209.74312743318225,1637.0
209.83329339909693,1667.6666666666667
209.92346141163557,1668.0
210.01363147005839,1665.6666666666667
210.10380357362564,1656.0
210.1939777215974,1680.6666666666667
210.28415391323395,1638.3333333333333
210.3743321477955,1659.6666666666667
210.46451242454228,1657.3333333333333
210.55469474273437,1632.6666666666667
210.64487910163203,1634.6666666666667
210.7350655004955,1640.3333333333333
210.82525393858498,1647.3333333333333
210.9154444151606,1636.6666666666667
211.00563692948262,1648.0
211.09583148081117,1645.3333333333333
211.18602806840659,1639.6666666666667
211.27622669152893,1669.0
211.36642734943845,1657.3333333333333
211.45663004139536,1654.3333333333333
211.54683476665986,1653.0
211.63704152449213,1636.3333333333333
211.72725031415237,1633.0
211.8174611349008,1654.6666666666667
211.9076739859976,1699.6666666666667
211.997888866703,1687.6666666666667
212.08810577627716,1654.0
212.17832471398034,1687.0
212.26854567907264,1711.0
212.35876867081438,1658.0
212.44899368846566,1663.6666666666667
212.53922073128675,1666.0
212.62944979853776,1670.0
212.71968088947898,1644.0
212.8099140033706,1663.0
212.9001491394728,1665.0
212.99038629704577,1672.0
213.0806254753497,1677.0
213.17086667364484,1722.6666666666667
213.26110989119138,1708.0
213.35135512724946,1632.3333333333333
213.44160238107932,1672.3333333333333
213.53185165194114,1679.0
213.6221029390952,1652.0
213.71235624180161,1661.0
213.80261155932058,1657.3333333333333
213.89286889091235,1687.6666666666667
213.98312823583714,1651.6666666666667
214.07338959335505,1663.0
214.16365296272636,1690.3333333333333
214.25391834321127,1673.6666666666667
214.34418573406992,1684.3333333333333
214.43445513456257,1668.3333333333333
214.5247265439494,1662.6666666666667
214.6149999614906,1667.0
214.7052753864464,1659.3333333333333
214.79555281807697,1638.6666666666667
214.8858322556425,1636.0
214.97611369840325,1663.0
215.06639714561936,1636.3333333333333
215.15668259655104,1622.0
215.24697005045851,1646.3333333333333
215.33725950660198,1658.3333333333333
215.4275509642416,1601.3333333333333
215.5178444226376,1642.6666666666667
215.6081398810502,1692.0
215.69843733873958,1707.6666666666667
215.78873679496593,1630.6666666666667
215.87903824898945,1628.6666666666667
215.96934170007037,1639.0
216.05964714746887,1662.0
216.14995459044513,1646.3333333333333
216.2402640282594,1649.6666666666667
216.3305754601718,1629.0
216.4208888854426,1655.0
216.51120430333202,1690.6666666666667
216.60152171310017,1677.6666666666667
216.69184111400733,1658.6666666666667
216.78216250531364,1655.0
216.87248588627935,1629.3333333333333
216.96281125616463,1642.6666666666667
217.05313861422974,1640.6666666666667
217.14346795973478,1677.0
217.23379929194002,1673.6666666666667
217.3241326101056,1671.6666666666667
217.41446791349182,1653.0
217.50480520135878,1653.3333333333333
217.59514447296672,1650.0
217.68548572757584,1686.0
217.77582896444636,1658.3333333333333
217.86617418283845,1651.6666666666667
217.9565213820123,1669.0
218.04687056122813,1660.3333333333333
218.1372217197462,1658.6666666666667
218.2275748568266,1661.6666666666667
218.3179299717296,1640.0
218.40828706371536,1645.6666666666667
218.49864613204412,1653.3333333333333
218.58900717597606,1637.6666666666667
218.67937019477134,1663.3333333333333
218.76973518769026,1656.0
218.86010215399293,1634.6666666666667
218.95047109293958,1633.6666666666667
219.0408420037904,1623.3333333333333
219.1312148858056,1623.3333333333333
219.2215897382454,1616.0
219.31196656036997,1658.0
219.40234535143952,1655.0
219.49272611071427,1624.6666666666667
219.58310883745438,1617.3333333333333
219.67349353092007,1683.3333333333333
219.7638801903715,1697.3333333333333
219.854268815069,1642.6666666666667
219.9446594042726,1594.6666666666667
220.0350519572426,1598.3333333333333
220.1254464732392,1654.0
220.21584295152257,1656.3333333333333
220.30624139135293,1697.3333333333333
220.39664179199045,1666.0
220.48704415269535,1649.3333333333333
220.57744847272787,1649.3333333333333
220.6678547513481,1662.6666666666667
220.75826298781635,1607.0
220.84867318139283,1592.0
220.93908533133762,1644.6666666666667
221.029499436911,1659.6666666666667
221.11991549737314,1647.6666666666667
221.21033351198435,1644.0
221.30075348000466,1633.0
221.39117540069435,1668.6666666666667
221.48159927331363,1653.0
221.57202509712275,1640.3333333333333
221.66245287138176,1670.6666666666667
221.752882595351,1636.3333333333333
221.84331426829058,1627.0
221.9337478894608,1633.0
222.02418345812177,1646.0
222.11462097353373,1658.3333333333333
222.20506043495683,1696.0
222.29550184165137,1675.3333333333333
222.38594519287747,1661.0
222.47639048789532,1673.3333333333333
222.5668377259652,1656.3333333333333
222.6572869063472,1651.6666666666667
222.74773802830163,1664.0
222.8381910910886,1636.3333333333333
222.92864609396838,1624.3333333333333
223.01910303620113,1632.3333333333333
223.10956191704707,1662.6666666666667
223.20002273576634,1619.6666666666667
223.29048549161925,1633.0
223.3809501838659,1644.0
223.47141681176657,1655.3333333333333
223.56188537458138,1669.6666666666667
223.65235587157062,1667.6666666666667
223.74282830199442,1647.0
223.83330266511297,1641.0
223.9237789601865,1598.6666666666667
224.01425718647525,1628.0
224.10473734323938,1641.0
224.19521942973904,1680.6666666666667
224.28570344523453,1681.0
224.37618938898598,1670.3333333333333
224.4666772602536,1687.0
224.5571670582976,1679.3333333333333
224.6476587823782,1623.0
224.73815243175557,1626.3333333333333
224.82864800568993,1639.0
224.91914550344146,1649.0
225.0096449242704,1666.0
225.10014626743686,1650.6666666666667
225.1906495322011,1623.0
225.28115471782337,1614.3333333333333
225.37166182356378,1633.0
225.46217084868263,1651.3333333333333
225.55268179243998,1637.0
225.64319465409616,1646.6666666666667
225.73370943291135,1621.3333333333333
225.82422612814565,1602.3333333333333
225.91474473905936,1612.0
226.00526526491265,1634.0
226.09578770496574,1628.3333333333333
226.1863120584788,1619.6666666666667
226.276838324712,1600.0
226.3673665029256,1617.6666666666667
226.45789659237983,1638.0
226.54842859233477,1640.6666666666667
226.63896250205073,1631.0
226.72949832078785,1602.3333333333333
226.82003604780638,1587.3333333333333
226.91057568236644,1609.0
227.00111722372833,1640.0
227.09166067115217,1632.0
227.1822060238982,1644.3333333333333
227.2727532812266,1628.0
227.36330244239758,1606.6666666666667
227.45385350667138,1629.3333333333333
227.54440647330813,1633.6666666666667
227.63496134156804,1622.0
227.72551811071136,1612.3333333333333
227.81607677999824,1583.0
227.90663734868892,1629.6666666666667
227.99719981604358,1706.3333333333333
228.08776418132237,1706.3333333333333
228.17833044378563,1678.6666666666667
228.2688986026934,1668.3333333333333
228.35946865730597,1633.6666666666667
228.4500406068835,1610.6666666666667
228.54061445068626,1625.0
228.63119018797437,1643.6666666666667
228.72176781800803,1644.0
228.8123473400475,1645.0
228.90292875335297,1627.6666666666667
228.9935120571846,1642.0
229.0840972508026,1637.6666666666667
229.17468433346724,1647.6666666666667
229.26527330443858,1684.3333333333333
229.3558641629769,1645.0
229.44645690834244,1641.3333333333333
229.53705153979533,1598.6666666666667
229.62764805659586,1625.0
229.71824645800413,1650.0
229.80884674328036,1635.0
229.89944891168483,1595.3333333333333
229.99005296247762,1627.6666666666667
230.080658894919,1634.3333333333333
230.17126670826917,1645.3333333333333
230.26187640178836,1615.6666666666667
230.35248797473665,1605.0
230.44310142637437,1586.3333333333333
230.53371675596165,1606.3333333333333
230.62433396275873,1617.0
230.71495304602578,1681.0
230.805574005023,1684.3333333333333
230.8961968390106,1663.6666666666667
230.9868215472488,1611.6666666666667
231.07744812899776,1606.3333333333333
231.16807658351772,1663.0
231.25870691006884,1683.3333333333333
231.34933910791136,1641.6666666666667
231.43997317630544,1631.3333333333333
231.53060911451132,1674.6666666666667
231.62124692178918,1659.6666666666667
231.7118865973992,1629.0
231.80252814060162,1649.3333333333333
231.8931715506566,1638.6666666666667
231.98381682682435,1654.0
232.07446396836514,1630.3333333333333
232.16511297453903,1643.6666666666667
232.25576384460635,1640.3333333333333
232.34641657782726,1633.6666666666667
232.43707117346193,1656.0
232.52772763077056,1685.6666666666667
232.61838594901343,1657.0
232.70904612745062,1617.6666666666667
232.79970816534242,1644.3333333333333
232.89037206194897,1651.6666666666667
232.98103781653052,1640.3333333333333
233.07170542834726,1651.6666666666667
233.16237489665937,1634.3333333333333
233.25304622072704,1653.3333333333333
233.34371939981054,1647.6666666666667
233.43439443316998,1651.3333333333333
233.5250713200656,1617.0
233.6157500597576,1653.0
233.70643065150617,1668.6666666666667
233.79711309457159,1645.6666666666667
233.88779738821393,1633.3333333333333
233.97848353169343,1632.6666666666667
234.06917152427036,1629.3333333333333
234.15986136520485,1630.6666666666667
234.2505530537571,1648.6666666666667
234.34124658918736,1638.3333333333333
234.4319419707558,1672.0
234.5226391977226,1687.0
234.61333826934802,1643.6666666666667
234.70403918489217,1684.0
234.79474194361535,1673.6666666666667
234.88544654477766,1661.6666666666667
234.97615298763935,1617.6666666666667
235.06686127146068,1607.0
235.15757139550172,1586.3333333333333
235.2482833590228,1598.6666666666667
235.338997161284,1637.0
235.4297128015456,1675.3333333333333
235.5204302790678,1634.0
235.61114959311078,1600.3333333333333
235.70187074293472,1609.0
235.79259372779987,1649.0
235.88331854696636,1668.6666666666667
235.97404519969444,1633.6666666666667
236.06477368524432,1638.0
236.15550400287617,1627.0
236.2462361518502,1621.0
236.33697013142663,1668.0
236.4277059408656,1676.3333333333333
236.51844357942738,1666.0
236.60918304637212,1643.6666666666667
236.69992434096005,1657.0
236.79066746245135,1627.0
