# Spectrometer ID,spectrometer
# Timestamp,2026-06-10 14:24:29
# Integration Time (ms),50.0
# Average Count,3

Wavelength (nm),Intensity
198.57864980050817,1618.0
198.66855625159934,1618.0
198.75846484104966,1625.3333333333333
198.84837556811937,1605.6666666666667
198.93828843206865,1632.0
199.02820343215774,1662.3333333333333
199.11812056764677,1636.6666666666667
199.208039837796,1614.3333333333333
199.2979612418656,1647.3333333333333
199.3878847791158,1663.0
199.4778104488068,1675.0
199.56773825019872,1642.6666666666667
199.65766818255184,1634.3333333333333
199.74760024512636,1659.3333333333333
199.83753443718246,1656.0
199.9274707579803,1645.6666666666667
200.01740920678017,1619.6666666666667
200.10734978284222,1621.3333333333333
200.1972924854266,1645.3333333333333
200.28723731379358,1647.6666666666667
200.37718426720335,1640.6666666666667
200.46713334491614,1642.3333333333333
200.55708454619204,1664.3333333333333
200.64703787029137,1603.6666666666667
200.73699331647424,1635.6666666666667
200.82695088400092,1631.0
200.91691057213157,1642.3333333333333
201.00687238012637,1621.3333333333333
201.0968363072456,1607.3333333333333
201.18680235274942,1609.3333333333333
201.27677051589797,1644.0
201.3667407959515,1638.6666666666667
201.45671319217027,1651.6666666666667
201.54668770381437,1687.0
201.63666433014404,1651.6666666666667
201.7266430704195,1615.3333333333333
201.81662392390098,1609.6666666666667
201.90660688984863,1609.0
201.99659196752262,1635.3333333333333
202.0865791561832,1647.6666666666667
202.17656845509057,1599.3333333333333
202.26655986350494,1595.6666666666667
202.35655338068645,1623.6666666666667
202.44654900589535,1658.0
202.53654673839188,1665.6666666666667
202.62654657743613,1633.3333333333333
202.71654852228838,1632.3333333333333
202.8065525722088,1601.6666666666667
202.89655872645764,1627.0
202.986566984295,1651.3333333333333
203.07657734498116,1636.6666666666667
203.16658980777632,1652.6666666666667
203.25660437194065,1648.3333333333333
203.34662103673438,1635.6666666666667
203.43663980141767,1657.3333333333333
203.52666066525074,1676.0
203.61668362749376,1650.6666666666667
203.706708687407,1618.0
203.7967358442506,1623.0
203.8867650972848,1616.3333333333333
203.9767964457698,1638.3333333333333
