# Type,FX4000
# Serial Number,FX4K261305
# Timestamp,2026-06-10 11:49:02
# Integration Time (ms),50.0
# Average Count,3

Wavelength (nm),Intensity
198.57864980050817,1655.0
198.66855625159934,1655.0
198.75846484104966,1666.6666666666667
198.84837556811937,1626.3333333333333
198.93828843206865,1641.6666666666667
199.02820343215774,1656.6666666666667
199.11812056764677,1633.3333333333333
199.208039837796,1589.6666666666667
199.2979612418656,1611.3333333333333
199.3878847791158,1609.3333333333333
199.4778104488068,1661.3333333333333
199.56773825019872,1647.6666666666667
199.65766818255184,1615.0
199.74760024512636,1650.3333333333333
199.83753443718246,1679.6666666666667
199.9274707579803,1645.6666666666667
200.01740920678017,1674.6666666666667
200.10734978284222,1649.6666666666667
200.1972924854266,1663.0
200.28723731379358,1659.0
200.37718426720335,1606.0
200.46713334491614,1619.6666666666667
200.55708454619204,1630.6666666666667
200.64703787029137,1627.3333333333333
200.73699331647424,1624.0
200.82695088400092,1666.3333333333333
200.91691057213157,1659.6666666666667
201.00687238012637,1628.3333333333333
201.0968363072456,1655.3333333333333
201.18680235274942,1635.0
201.27677051589797,1661.6666666666667
201.3667407959515,1617.0
201.45671319217027,1613.3333333333333
201.54668770381437,1668.0
201.63666433014404,1697.3333333333333
201.7266430704195,1639.3333333333333
201.81662392390098,1611.0
201.90660688984863,1616.3333333333333
201.99659196752262,1648.0
202.0865791561832,1647.6666666666667
202.17656845509057,1602.3333333333333
202.26655986350494,1592.6666666666667
202.35655338068645,1631.3333333333333
202.44654900589535,1673.6666666666667
202.53654673839188,1662.0
202.62654657743613,1659.0
202.71654852228838,1665.3333333333333
202.8065525722088,1659.3333333333333
202.89655872645764,1638.0
202.986566984295,1654.6666666666667
203.07657734498116,1684.6666666666667
203.16658980777632,1649.6666666666667
203.25660437194065,1611.6666666666667
203.34662103673438,1650.0
203.43663980141767,1655.3333333333333
203.52666066525074,1650.6666666666667
203.61668362749376,1626.6666666666667
203.706708687407,1583.6666666666667
203.7967358442506,1625.3333333333333
203.8867650972848,1635.3333333333333
203.9767964457698,1617.0
204.0668298889657,1641.0
204.15686542613284,1633.6666666666667
204.24690305653138,1663.0
204.33694277942146,1686.6666666666667
204.42698459406333,1660.3333333333333
204.51702849971718,1643.6666666666667
