Name,EnglishName,NodeType,DataType,NodeLanguage,NodeId
磁搅控制[1].磁搅占位,stirrer_2_occupied,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|磁搅控制[1].磁搅占位
磁搅控制[1].磁搅请求加工,stirrer_2_request_process,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|磁搅控制[1].磁搅请求加工
磁搅控制[1].磁搅参数已下发,stirrer_2_params_downloaded,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|磁搅控制[1].磁搅参数已下发
磁搅控制[1].磁搅参数已执行,stirrer_2_params_executed,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|磁搅控制[1].磁搅参数已执行
磁搅控制[1].磁搅开始加工,stirrer_2_start,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|磁搅控制[1].磁搅开始加工
磁搅控制[1].磁搅加工完成,stirrer_2_complete,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|磁搅控制[1].磁搅加工完成
磁搅控制[1].磁搅初始化,stirrer_2_initialize,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|磁搅控制[1].磁搅初始化
磁搅控制[1].磁搅初始化完成,stirrer_2_initialization_complete,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|磁搅控制[1].磁搅初始化完成
电解池1加工完成,Electrolytic_Cell_1_Done,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|电解池1加工完成
电解池2加工完成,Electrolytic_Cell_2_Done,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|电解池2加工完成
清洗初始化,cleaning_initialize,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|清洗初始化
清洗初始化完成,cleaning_initialization_complete,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|清洗初始化完成
OP20工位状态[0].Manual,axis_manual,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Manual
OP20工位状态[0].Auto,axis_auto,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Auto
OP20工位状态[0].Stopped,axis_stopped,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Stopped
OP20工位状态[0].Stopping,axis_stopping,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Stopping
OP20工位状态[0].AutoRunning,axis_auto_running,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].AutoRunning
OP20工位状态[0].Homing,axis_homing,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Homing
OP20工位状态[0].HomeDone,axis_home_done,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].HomeDone
OP20工位状态[0].ManualMoved,axis_manual_moved,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].ManualMoved
OP20工位状态[0].ReadyForNext,axis_ready_for_next,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].ReadyForNext
OP20工位状态[0].Err.Flag,axis_error_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Err.Flag
OP20工位状态[0].Err.Lv1Flag,axis_error_lv1_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Err.Lv1Flag
OP20工位状态[0].Err.Lv2Flag,axis_error_lv2_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Err.Lv2Flag
OP20工位状态[0].Err.Lv3Flag,axis_error_lv3_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Err.Lv3Flag
OP20工位状态[0].Err.Lv4Flag,axis_error_lv4_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Err.Lv4Flag
OP20工位状态[0].Err.Lv5Flag,axis_error_lv5_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Err.Lv5Flag
OP20工位状态[0].Code,axis_error_code,VARIABLE,INT16,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[0].Code
OP20工位状态[1].Manual,stirrer_1_manual,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Manual
OP20工位状态[1].Auto,stirrer_1_auto,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Auto
OP20工位状态[1].Stopped,stirrer_1_stopped,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Stopped
OP20工位状态[1].Stopping,stirrer_1_stopping,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Stopping
OP20工位状态[1].AutoRunning,stirrer_1_auto_running,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].AutoRunning
OP20工位状态[1].Homing,stirrer_1_homing,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Homing
OP20工位状态[1].HomeDone,stirrer_1_home_done,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].HomeDone
OP20工位状态[1].ManualMoved,stirrer_1_manual_moved,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].ManualMoved
OP20工位状态[1].ReadyForNext,stirrer_1_ready_for_next,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].ReadyForNext
OP20工位状态[1].Err.Flag,stirrer_1_error_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Err.Flag
OP20工位状态[1].Err.Lv1Flag,stirrer_1_error_lv1_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Err.Lv1Flag
OP20工位状态[1].Err.Lv2Flag,stirrer_1_error_lv2_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Err.Lv2Flag
OP20工位状态[1].Err.Lv3Flag,stirrer_1_error_lv3_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Err.Lv3Flag
OP20工位状态[1].Err.Lv4Flag,stirrer_1_error_lv4_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Err.Lv4Flag
OP20工位状态[1].Err.Lv5Flag,stirrer_1_error_lv5_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Err.Lv5Flag
OP20工位状态[1].Code,stirrer_1_error_code,VARIABLE,INT16,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[1].Code
OP20工位状态[2].Manual,stirrer_2_manual,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Manual
OP20工位状态[2].Auto,stirrer_2_auto,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Auto
OP20工位状态[2].Stopped,stirrer_2_stopped,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Stopped
OP20工位状态[2].Stopping,stirrer_2_stopping,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Stopping
OP20工位状态[2].AutoRunning,stirrer_2_auto_running,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].AutoRunning
OP20工位状态[2].Homing,stirrer_2_homing,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Homing
OP20工位状态[2].HomeDone,stirrer_2_home_done,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].HomeDone
OP20工位状态[2].ManualMoved,stirrer_2_manual_moved,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].ManualMoved
OP20工位状态[2].ReadyForNext,stirrer_2_ready_for_next,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].ReadyForNext
OP20工位状态[2].Err.Flag,stirrer_2_error_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Err.Flag
OP20工位状态[2].Err.Lv1Flag,stirrer_2_error_lv1_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Err.Lv1Flag
OP20工位状态[2].Err.Lv2Flag,stirrer_2_error_lv2_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Err.Lv2Flag
OP20工位状态[2].Err.Lv3Flag,stirrer_2_error_lv3_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Err.Lv3Flag
OP20工位状态[2].Err.Lv4Flag,stirrer_2_error_lv4_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Err.Lv4Flag
OP20工位状态[2].Err.Lv5Flag,stirrer_2_error_lv5_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Err.Lv5Flag
OP20工位状态[2].Code,stirrer_2_error_code,VARIABLE,INT16,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[2].Code
OP20工位状态[3].Manual,cleaning_manual,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Manual
OP20工位状态[3].Auto,cleaning_auto,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Auto
OP20工位状态[3].Stopped,cleaning_stopped,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Stopped
OP20工位状态[3].Stopping,cleaning_stopping,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Stopping
OP20工位状态[3].AutoRunning,cleaning_auto_running,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].AutoRunning
OP20工位状态[3].Homing,cleaning_homing,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Homing
OP20工位状态[3].HomeDone,cleaning_home_done,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].HomeDone
OP20工位状态[3].ManualMoved,cleaning_manual_moved,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].ManualMoved
OP20工位状态[3].ReadyForNext,cleaning_ready_for_next,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].ReadyForNext
OP20工位状态[3].Err.Flag,cleaning_error_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Err.Flag
OP20工位状态[3].Err.Lv1Flag,cleaning_error_lv1_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Err.Lv1Flag
OP20工位状态[3].Err.Lv2Flag,cleaning_error_lv2_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Err.Lv2Flag
OP20工位状态[3].Err.Lv3Flag,cleaning_error_lv3_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Err.Lv3Flag
OP20工位状态[3].Err.Lv4Flag,cleaning_error_lv4_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Err.Lv4Flag
OP20工位状态[3].Err.Lv5Flag,cleaning_error_lv5_flag,VARIABLE,BOOLEAN,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Err.Lv5Flag
OP20工位状态[3].Code,cleaning_error_code,VARIABLE,INT16,Chinese,ns=4;s=OP20_UniLab|OP20工位状态[3].Code
